,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
519,8155,0.8834454724633979,65,0.7846249204577995,10
520,8156,0.8826542573188941,34,0.783407174219109,11
521,8157,0.888296765919287,31,0.7689413461905531,13
522,8158,0.8775151051796042,33,0.7755588808122309,10
523,8159,0.8089166256696624,34,0.7342028402906331,11
524,8161,0.8701960539146104,35,0.7780314911871263,12
525,8162,0.8700285756086916,33,0.7934854771557562,10
526,8163,0.8219562074502483,32,0.7390695038500061,22
527,8165,0.8911033591137606,36,0.7964425808426446,10
528,8166,0.8884848589358032,33,0.8274853939062234,11
529,8167,0.8407726630666047,34,0.7532644917567761,10
530,8168,0.8762468470646454,54,0.8091679903202382,16
531,8169,0.8550306616323224,33,0.7461080790311297,12
532,8170,0.8576370657073332,33,0.737035606285642,9
533,8171,0.8842972125405284,33,0.7969444160523241,9
534,8172,0.883831390178424,34,0.8275940395927632,16
535,8174,0.8580804158037445,33,0.7559025482785758,13
536,8175,0.8906028828320467,50,0.7700551377181384,29
537,8178,0.8614483475970106,33,0.788239244797318,28
538,8179,0.8250887354434224,38,0.7353247669068256,14
539,8180,0.8722523428497257,33,0.7303917821473049,14
540,8181,0.8294298380896827,33,0.7787115805679566,10
541,8182,0.8138462210482763,33,0.8124001555324175,11
542,8184,0.8633603298729375,34,0.7413140267092385,9
543,8185,0.8923493707053688,34,0.8020964301692798,10
544,8186,0.8790028475490064,34,0.7942228881941337,10
545,8187,0.8378937067669372,52,0.7706328701319258,10
546,8188,0.8583427775345549,34,0.7805042890573125,13
547,8189,0.8595185376525157,33,0.7416886143597808,9
548,8190,0.8607526678186629,33,0.7799652254744158,12
549,8191,0.8022240188540019,45,0.752631550379784,20
550,8192,0.8571611118246625,32,0.7914053763301969,10
551,8193,0.8461446034185127,53,0.787398165852865,10
552,8194,0.8925647427826587,33,0.7708912569637778,16
553,8195,0.8760115642217563,33,0.7923969984374848,24
554,8196,0.8589267430999422,55,0.7545453147320841,16
555,8197,0.8234785348260432,43,0.7229186790789757,11
556,8198,0.8861163548610739,33,0.8109863210529078,9
557,8199,0.8788189483149298,33,0.8077963307829554,11
558,8200,0.8707367355098116,77,0.8024864180321113,18
559,8201,0.8101791004948988,55,0.720048436500242,13
560,8202,0.8250380487618105,34,0.757247252157526,14
561,8205,0.7547187681164563,33,0.7353974662872717,11
562,8206,0.8565630027242889,32,0.7674181087828235,11
563,8207,0.8519240693162652,32,0.772587403207449,12
564,8208,0.8811590363935383,37,0.7678432419944787,11
565,8209,0.872339554671332,34,0.8073242977195858,16
566,8210,0.8408349520020829,34,0.7245253920644955,11
567,8211,0.8482075873474085,34,0.7467594254796422,12
568,8214,0.882227923967041,32,0.8023367943084444,14
569,8215,0.8564514972399813,33,0.7474184702738186,13
570,8216,0.8371067437285213,34,0.7362647490609933,11
571,8217,0.8438113058471395,33,0.7721983706735619,11
572,8218,0.8401625930253578,33,0.7637372610393477,10
573,8219,0.8718002525000663,43,0.7929960969420036,10
574,8220,0.8788187036568397,33,0.7967937138887996,14
575,8221,0.8363276020099548,52,0.7668246550431196,11
576,8222,0.8746106166065016,34,0.8193140138828933,12
577,8224,0.8735999659912406,34,0.7994061544669585,11
578,8225,0.8469023592107049,33,0.771384446474211,13
579,8226,0.8977839178270096,32,0.8328541557097178,13
580,8227,0.8403961063874584,33,0.7635525273081687,10
581,8228,0.8636022773593931,35,0.7753562333227082,14
582,8229,0.8836835953913561,34,0.796106019003243,14
583,8230,0.8107214474268128,33,0.7519774795245243,14
584,8231,0.8599935623746141,34,0.767368546185724,11
585,8233,0.8871658292365701,34,0.8140969285476356,11
586,8234,0.8661399518851841,31,0.7779252293643877,10
587,8235,0.8418261710354438,32,0.7635171482027092,11
588,8236,0.8508516549521096,35,0.7569379072977604,15
589,8238,0.8319845055693985,33,0.7677973852735068,12
590,8239,0.8905907699392347,32,0.8140481155963266,13
591,8240,0.803604101352577,43,0.7413448975326707,11
592,8241,0.8340934886763263,50,0.7809902782949213,19
593,8243,0.8724820318879262,34,0.7962061967944742,13
594,8245,0.8504859559376494,34,0.7627105673934936,11
595,8246,0.8525279538096515,34,0.7293170094135814,9
596,8247,0.8906118118991756,31,0.7961974435316596,10
597,8249,0.8334790337789438,33,0.7461037033071447,11
598,8251,0.8854327335137756,34,0.7862946248217959,9
599,8252,0.8334618173278652,35,0.7522698742268908,11
600,8253,0.847682538649203,45,0.7412050759766589,12
601,8254,0.8746156975218227,33,0.7994567113294558,9
602,8256,0.8060237740752494,33,0.7364914238263407,13
603,8259,0.8574612976619667,34,0.7773735369839794,9
604,8260,0.8806913808688198,33,0.7719494465670321,9
605,8261,0.8588528199184917,33,0.7593617358480957,12
606,8263,0.8381978403132649,33,0.765186782358943,14
607,8265,0.8367190861966268,33,0.799381082407174,11
608,8266,0.8826152024815802,31,0.7973180473423294,13
609,8267,0.848781124842318,34,0.757200198878178,14
610,8268,0.8944003341354272,34,0.8130177565590893,9
611,8269,0.8906265276592441,42,0.7971951769497151,13
612,8271,0.8683111695695104,34,0.7718826869243152,10
613,8272,0.8743238896984906,37,0.8195100997543175,13
614,8274,0.8848736184114252,34,0.8097520780656736,13
615,8275,0.8382534899645362,30,0.7819384170131947,12
616,8276,0.8201284845266822,33,0.7662637445884422,17
617,8277,0.8723217570746562,33,0.8022340972213972,15
618,8279,0.8176037915420428,33,0.7239895240180331,13
619,8280,0.8860017457499657,33,0.7959690973820237,11
620,8282,0.8755018649621359,48,0.8038759563322968,16
621,8283,0.8235748087728106,33,0.7263568493716622,10
622,8284,0.8679022749078898,34,0.7284109892768235,12
623,8286,0.8892494284267137,33,0.8018384033072672,10
624,8287,0.8181037637903119,42,0.6786194943129468,10
625,8288,0.8762098124293304,32,0.78709097921996,18
626,8289,0.8747999922729153,33,0.8158861340540012,13
627,8290,0.8307499559583092,49,0.7721427885486073,12
628,8291,0.8885567940172,34,0.7506114437844944,11
629,8292,0.860967473219598,34,0.7547208093080365,10
630,8293,0.9080532404007459,33,0.827952652972023,13
631,8294,0.8904961226900041,34,0.8154115438674467,18
632,8295,0.8439757492866211,31,0.7791484480851143,17
633,8296,0.8787602759455699,34,0.8162169894446615,12
634,8297,0.8954767762882032,32,0.8065182574849771,13
635,8299,0.8583695930798491,33,0.7579397939823777,14
636,8300,0.8669078360305504,33,0.7951485487270473,13
637,8301,0.7845846001811752,39,0.6940272294524414,10
638,8303,0.882652581891512,33,0.828302651697623,12
639,8304,0.8833387342291074,33,0.7630987853579466,13
640,8305,0.8894125164829191,32,0.7827704367636743,14
641,8306,0.8457769180183282,35,0.715523047433018,10
642,8308,0.8808678282158856,33,0.779261766464993,16
643,8309,0.8713746406359274,33,0.8033366241526447,10
644,8310,0.8718830580439991,33,0.8003733627490495,12
645,8311,0.821915145731544,32,0.7163795655936932,10
646,8313,0.8818649258252876,33,0.8016450798469931,10
647,8314,0.8721518160568796,33,0.7990192048401338,21
648,8316,0.795972243772629,42,0.7105429398534451,11
649,8317,0.87991649864185,40,0.7785562119426684,13
650,8318,0.7904088232472959,32,0.7137238006064173,17
651,8319,0.8207065615729328,33,0.7338957247974089,10
652,8322,0.7813633743678594,38,0.7548119363035527,14
653,8323,0.8762642781073269,60,0.7644610192447362,25
654,8324,0.8821747840355201,32,0.8040789086135378,19
655,8325,0.8816758626905011,33,0.8036400853231397,9
656,8326,0.869194616741419,34,0.7855803503353942,9
657,8327,0.7909075679164452,33,0.6875158787663329,11
658,8328,0.8870844477296681,34,0.7978636517391062,11
659,8329,0.8502842671772964,34,0.7337365337304909,23
660,8330,0.8222231065205438,32,0.7475245166622685,12
661,8331,0.8637541053947736,34,0.7651667996215251,16
662,8333,0.8387627066049563,34,0.7502136470151853,10
663,8334,0.8837379461292665,33,0.8072733252597908,12
664,8335,0.8431542063568274,33,0.7699606328883392,11
665,8336,0.8285701018687579,33,0.7793476103135049,10
666,8337,0.8853831172929525,34,0.8180427319671744,10
667,8338,0.8828160545836915,33,0.7726659454776983,10
668,8339,0.8578199338396483,34,0.7674451360795544,11
669,8341,0.8092000926455363,33,0.7047496225311561,11
670,8344,0.8811744175676035,31,0.8269719516601041,12
671,8345,0.8708607001218035,33,0.779225969278549,11
672,8346,0.8348246112926095,34,0.7261344527975832,12
673,8347,0.8765669725461149,34,0.7337901863633913,9
674,8348,0.8639565117515718,37,0.8198119657375399,14
675,8349,0.8886290540778222,33,0.7862384860708463,10
676,8350,0.8872288504269455,41,0.8044660314157991,14
677,8351,0.8903870868070842,33,0.7892059099243077,13
678,8352,0.8530330886941312,33,0.7807154553145255,13
679,8353,0.8629043858750146,46,0.7591789910209804,12
680,8354,0.8489806981921348,34,0.7883582546441652,10
681,8355,0.8809827147880541,34,0.8012123448095938,11
682,8356,0.7554417366089943,31,0.7216583335937727,10
683,8357,0.8762175713475641,33,0.7695183019269388,12
684,8358,0.8759584946712801,31,0.8184242530319087,11
685,8359,0.8232583159905885,33,0.7286393238117199,11
686,8360,0.7996015186586701,34,0.7251146653361126,12
687,8361,0.8223774837216121,32,0.7694739369297697,16
688,8363,0.8996745932700854,33,0.7839744177596404,11
689,8364,0.8867151300427466,35,0.81150083725264,16
690,8365,0.8295881705279023,34,0.7300043017900032,14
691,8366,0.8568572905716612,34,0.7798151201993109,12
692,8367,0.8912691196301084,33,0.8190145786755892,11
693,8368,0.8367505739444356,51,0.7600144621860759,13
694,8369,0.8352050639430224,32,0.741210989200573,11
695,8371,0.8811253225526233,33,0.7837625852864811,15
696,8374,0.828136491508423,34,0.7833665175892488,16
697,8375,0.8232437927967946,43,0.7338343776758887,10
698,8377,0.8920850029995577,33,0.7677990876641535,14
699,8378,0.8599462417715946,33,0.7787446555850546,16
700,8379,0.8311319568143399,39,0.7920848877690626,11
701,8380,0.8739274668129521,33,0.799807119988782,11
702,8381,0.8548080117540894,33,0.782042297103354,9
703,8382,0.8147723924958878,33,0.7431528812060728,12
704,8383,0.8489523481902328,33,0.7600069011853512,10
705,8384,0.8835493511339991,32,0.8179886803761198,10
706,8385,0.840732388376307,33,0.7363938582417419,10
707,8386,0.8609767436633511,36,0.7476782693135705,10
708,8387,0.8845970723113284,34,0.7933252935236038,12
709,8389,0.8405563558766069,31,0.7436706613088159,11
710,8390,0.8921029341492192,33,0.8085366765334953,28
711,8394,0.8845683461685845,34,0.8085384946115075,19
712,8395,0.8584238165110201,45,0.7700572456350181,22
713,8396,0.8499326696139454,31,0.7637765089749446,9
714,8397,0.8779159355225524,45,0.7289991602300488,10
715,8398,0.8452036189909965,52,0.7847399085513023,10
716,8399,0.842348678712896,37,0.7376372578001921,11
717,8400,0.8473944876645516,34,0.7103171103089636,10
718,8401,0.7995966401338799,33,0.7419120262357891,11
719,8402,0.8224447042718026,33,0.7314795716542389,15
720,8403,0.8466333478286618,33,0.7215041088674712,13
721,8405,0.83323280497525,34,0.7408408222282223,11
722,8406,0.838562467950509,46,0.7394357570126154,10
723,8407,0.8928856921985147,33,0.8196908530460204,10
724,8409,0.8642073475616681,49,0.7646177770135826,13
725,8410,0.8767948273232257,43,0.8044268164200463,11
726,8414,0.8904860354219399,33,0.8139584012857598,13
727,8415,0.8687192292794181,31,0.7925546689859346,9
728,8420,0.8165205630134528,32,0.7403425739597858,10
729,8421,0.85646490409052,33,0.7731834969838604,12
730,8422,0.8724652463261722,39,0.8003689979886632,11
731,8423,0.8080275413318483,34,0.7052196138665842,12
732,8425,0.8851707342183419,34,0.8107303365697716,10
733,8426,0.8287585141799187,32,0.7653208675627194,11
734,8427,0.8511844506500181,33,0.7605539257070237,19
735,8428,0.8099018641480441,34,0.7275956339742699,17
736,8429,0.8313885718617877,33,0.7648154503827723,14
737,8430,0.8748145596709689,32,0.7842653410226869,13
738,8433,0.8078570212961992,33,0.720916723179104,11
739,8434,0.8465691339706638,33,0.766817888054834,9
740,8435,0.8651957479605624,33,0.7921165433910967,12
741,8436,0.893338712589148,91,0.8230486311631136,21
742,8437,0.8117434260727896,47,0.7277856491480567,20
743,8438,0.8704638452569561,32,0.7558889618153751,11
744,8439,0.7980772101344067,34,0.6672306445924895,10
745,8441,0.8740017782108209,34,0.8191041373486413,13
746,8442,0.838278297725791,35,0.7562489478606603,18
747,8443,0.8223962620971325,34,0.7339244984654325,12
748,8444,0.8794698600163171,34,0.8048946247070596,10
749,8446,0.8278481796276553,36,0.7687199511901052,11
750,8447,0.8565598185411825,33,0.7797610232065816,11
751,8448,0.8605523078223485,34,0.7806115624954697,14
752,8449,0.8964243112884409,33,0.820827424409824,10
753,8451,0.8808112350918325,51,0.8026825651160422,11
754,8452,0.8439595611304432,32,0.7572450598134828,10
755,8453,0.8891591709454806,34,0.7980842667933007,11
756,8454,0.8959689058228643,33,0.7879049595156509,13
757,8455,0.8759195678063574,32,0.7190893893358978,11
758,8456,0.8406517475405714,32,0.7888689023281246,14
759,8458,0.8545804680384429,33,0.7763540409994606,9
760,8459,0.8854806255029061,34,0.819405013284048,9
761,8461,0.865031000963345,32,0.7650592058045977,11
762,8464,0.8827148190348111,34,0.827138942192736,10
763,8465,0.8495369127229767,33,0.7647697495307284,11
764,8466,0.8675803957605301,34,0.7830403859530914,10
765,8468,0.860046824329861,34,0.8026090080440988,11
766,8470,0.8843924735904881,34,0.8000672414496817,16
767,8471,0.8685988264712409,33,0.7936725577569727,12
768,8472,0.8645550890054884,33,0.7897035604022288,10
769,8473,0.8491756071766029,33,0.7379813285542601,13
770,8474,0.8659864310072803,33,0.8025248793738614,14
771,8475,0.8625486495660376,34,0.7857421248169155,10
772,8476,0.8240094298162856,33,0.7623195903299147,10
773,8477,0.8906645614201938,34,0.7770258073035534,11
774,8478,0.8569459825061199,71,0.7891854101089061,22
775,8479,0.8848052617040973,35,0.780357647761149,12
776,8480,0.8325684595082431,40,0.7153823483398001,10
777,8481,0.8358022254673595,34,0.7738551525497556,20
778,8482,0.893866399711703,33,0.7870873054600732,27
779,8485,0.8641982194930821,51,0.7806550089309445,11
780,8487,0.8233573433746275,83,0.7789499091368043,22
781,8488,0.8672027673418635,47,0.7929858215547203,18
782,8489,0.8557036167692941,34,0.7463949950071264,12
783,8491,0.8147681841773485,34,0.7230044473728456,11
784,8492,0.905837925715488,33,0.8092875594230179,11
785,8493,0.8513439113613905,33,0.792071907973897,15
786,8494,0.8942371203559715,33,0.7817073272174221,12
787,8495,0.8454917532452391,34,0.7752054373678977,14
788,8496,0.8279152548908741,33,0.7100951266914557,9
789,8497,0.8207893669587387,34,0.7173217730625651,23
790,8498,0.8706263245748389,32,0.7944163668227753,15
791,8499,0.8277621361335731,32,0.7794490174275391,12
792,8500,0.841428345910852,34,0.7693874410540632,11
793,8503,0.8440398001511334,49,0.7653596810813947,18
794,8504,0.8763270578194707,32,0.766958305580233,14
795,8505,0.8701809250786311,34,0.8003078621555776,12
796,8506,0.8891455557906647,35,0.775515965688962,12
797,8507,0.897535982122217,34,0.7803892317509191,10
798,8508,0.8232027908882475,34,0.7547432644923998,14
799,8509,0.8506640210400366,31,0.7465830900016758,15
800,8510,0.8560886890980735,33,0.751275853650654,14
801,8512,0.8532845652687019,34,0.7736845881542987,13
802,8513,0.8462774044152754,33,0.7574094000100421,13
803,8514,0.8656340459983457,32,0.7764313227327412,10
804,8515,0.8371758793341583,33,0.7528860978853036,13
805,8516,0.8914330553472823,32,0.8095808876500519,13
806,8517,0.872337760408833,50,0.8072227654843256,10
807,8518,0.821112694039561,32,0.7291582501559917,10
808,8520,0.8314929403923611,33,0.7554851883389196,14
809,8521,0.8540185791286449,33,0.7656541152656502,17
810,8522,0.8684311107922842,33,0.7630564774017516,11
811,8525,0.8488357471872423,33,0.7646484838966136,15
812,8526,0.8227756745186037,32,0.7588370190792881,11
813,8529,0.8461255392654461,37,0.7630405014273396,9
814,8530,0.893794595867722,33,0.7989290122196915,20
815,8531,0.8785122274290802,32,0.7979661869146767,19
816,8532,0.8361292683470986,32,0.7051929758595527,11
817,8535,0.8776789667344828,36,0.8009910872670272,12
818,8538,0.850482199657141,33,0.7427643889884735,14
819,8542,0.8388662841683766,55,0.7069602245082771,12
820,8543,0.8888060212902644,32,0.7955531713752998,20
821,8544,0.8373683983612623,34,0.7367553222664358,10
822,8545,0.8635595759934116,33,0.7813532333946046,10
823,8546,0.8364910211289107,34,0.7255852351386832,9
824,8547,0.8385403663554408,33,0.7194732340015726,10
825,8549,0.8501760436466013,33,0.7582439672567931,11
826,8550,0.8495802828705157,32,0.7849355944134059,12
827,8551,0.8374294553905858,34,0.7429112093436152,13
828,8552,0.857016519815877,33,0.7361284447708625,11
829,8553,0.8950826225000628,34,0.7815226668343966,10
830,8554,0.8647784553321832,34,0.7784373022717097,11
831,8556,0.8818520215957777,35,0.7772828181631654,10
832,8557,0.8862324364099703,34,0.7845906332371574,13
833,8558,0.8787000673354779,33,0.7990744387271674,10
834,8560,0.8813729929226307,32,0.8063799126026828,11
835,8561,0.8915956189992403,55,0.8089264113024184,14
836,8562,0.8750935285582908,33,0.7814464201527412,12
837,8563,0.8779558738725507,33,0.7864153577118496,12
838,8565,0.8692328625661121,33,0.7231556709645062,12
839,8566,0.8387809559232776,50,0.7656116855447638,19
840,8568,0.8300723475068714,34,0.7336856965299566,12
841,8572,0.8195443450816459,32,0.7592498618741709,16
842,8573,0.8432150166294226,32,0.671645388608459,10
843,8575,0.8302939669094688,33,0.7090291481965263,9
844,8576,0.8735244855116889,49,0.7934104340928196,12
845,8577,0.8759634485699835,34,0.7821624482578879,9
846,8578,0.8880903815239153,31,0.791169185762419,14
847,8579,0.8293389839065709,33,0.7267355000995941,14
848,8580,0.8477027148102919,33,0.7674838275612593,11
849,8581,0.8799538941012089,35,0.7755081881600681,10
850,8582,0.8958774295757683,33,0.8371797544630921,10
851,8583,0.8947853460720349,34,0.7982989133798327,11
852,8584,0.8303890318059828,33,0.7519025624398582,10
853,8585,0.7837014078324159,34,0.707383333770424,12
854,8586,0.8873970720184259,33,0.8170554919824522,12
855,8587,0.8240585625675881,33,0.7619326784557178,15
856,8588,0.8572469902504899,34,0.7736660695454582,10
857,8590,0.8744429546866813,33,0.7260199276720569,11
858,8591,0.8975338423547398,33,0.8139173881676508,11
859,8592,0.8459657624355257,34,0.7761748729852967,15
860,8593,0.8381007358616218,32,0.801057505607447,10
861,8594,0.884367371660662,34,0.7882781158258628,14
862,8595,0.8352637136720533,33,0.7720215459455712,12
863,8596,0.8771317687687608,88,0.7902486879422853,39
864,8597,0.8679331506189198,32,0.7836803879458842,12
865,8598,0.7704043293735711,37,0.6949560908162264,10
866,8600,0.9052044258465094,41,0.8335491246565288,15
867,8601,0.8826561183087865,57,0.8041647064127716,10
868,8602,0.8656844926873529,37,0.8009791957467034,10
869,8603,0.8089948374992305,43,0.7285839379053499,11
870,8604,0.8413054589827259,31,0.763912688728143,10
871,8605,0.879210183952918,35,0.8179049873845884,11
872,8606,0.8761666007920179,43,0.7951458035603547,15
873,8607,0.9002331771351691,32,0.8367072512543237,10
874,8609,0.8932339730601234,37,0.792220196692943,10
875,8611,0.873484734614322,33,0.7947243684856041,12
876,8613,0.8640033828811386,34,0.74533722272525,12
877,8614,0.8575084578106437,48,0.7775719819161607,27
878,8615,0.8293971676606571,33,0.7557755848144209,13
879,8616,0.8594548139156092,33,0.7694174784180036,9
880,8618,0.8674325678627848,33,0.785500745156491,12
881,8619,0.8827321506227633,34,0.8011959508532741,9
882,8621,0.8995845217135595,56,0.8005553780619419,9
883,8622,0.8739549385675727,31,0.8037132107908721,12
884,8623,0.8903824155277897,36,0.8175672558664366,11
885,8624,0.8844712925970158,34,0.8083396249799383,14
886,8625,0.8078533319914091,86,0.7782979929142362,18
887,8628,0.8389955894492176,33,0.7527877542506037,13
888,8629,0.8574972780554836,31,0.8222648985747638,10
889,8630,0.8628766184252469,33,0.7859160333235293,11
890,8631,0.8476395955240352,85,0.7347510604162606,18
891,8632,0.8300342133889355,33,0.7455010533795562,12
892,8633,0.8827844938217321,34,0.7650684815971505,11
893,8635,0.8480149406071306,33,0.765228734143909,14
894,8636,0.8921659034876301,33,0.8258903901729929,12
895,8637,0.8680438486243038,33,0.7569300549657346,11
896,8638,0.8273329048010716,32,0.7508887793494419,9
897,8640,0.8568899197109111,34,0.7448383749958335,16
898,8641,0.8951533278819093,33,0.7962978909203122,11
899,8642,0.8492501080333921,34,0.758177774724517,11
900,8643,0.8621606278053793,33,0.7523870910310745,14
901,8644,0.8504628764024892,33,0.8078715187527027,12
902,8646,0.8264974376474991,32,0.7358017828160918,10
903,8647,0.875246722229053,34,0.7830211166606941,10
904,8648,0.823428164820468,33,0.6822628330485099,12
905,8649,0.8786060099285302,35,0.8056051244255913,10
906,8650,0.8484908498505522,32,0.7672047295488255,16
907,8652,0.8449917865641879,65,0.7419292655453728,12
908,8653,0.8549460317639,38,0.716279267995889,10
909,8654,0.873646916226273,32,0.7716666818019355,13
910,8655,0.8392474190359284,34,0.7531194496742226,10
911,8657,0.8492810192740433,57,0.7307815415542298,17
912,8658,0.8926167461648005,37,0.781850486135902,13
913,8659,0.8193101168251726,33,0.7337794999526114,11
914,8660,0.8935729193493347,55,0.8096618016987631,10
915,8661,0.8250987022820562,33,0.7229344925642514,10
916,8663,0.8876571991745714,32,0.7948606634589492,12
917,8664,0.8201889163789011,33,0.723925036395461,10
918,8665,0.8842888356873547,34,0.7937345261054901,15
919,8667,0.8733132567270014,32,0.7731013972890457,11
920,8668,0.8446982762431241,33,0.7326096321018308,10
921,8669,0.8536014035412852,32,0.7621307946843832,12
922,8670,0.850307550366174,33,0.8001873116476544,12
923,8671,0.8799433401726646,33,0.782751104643604,13
924,8672,0.8662312587724796,34,0.7867495321159561,10
925,8673,0.8587947326321033,34,0.7567766238281451,11
926,8674,0.8465392403865893,48,0.7515994059376975,17
927,8676,0.8092907516250919,33,0.7854261270173911,20
928,8677,0.8401450924590276,51,0.7944842776231585,9
929,8678,0.8856575673596718,33,0.8027146864477204,14
930,8679,0.8180125274255793,34,0.771974797588408,13
931,8680,0.8893983833508174,34,0.8026529339384145,14
932,8683,0.8465758595982945,39,0.7670579043706803,16
933,8684,0.8573605933794605,33,0.7747543850048203,12
934,8685,0.8512572337783916,34,0.7658941155254868,13
935,8687,0.8270593356434668,34,0.7504992037190044,14
936,8689,0.828996797629985,34,0.7675524671598362,10
937,8691,0.8946204615392632,32,0.7992850432309844,11
938,8692,0.8749684126054655,33,0.8038324665268405,23
939,8693,0.8195131904924076,33,0.7422740475683508,12
940,8694,0.8633027722978353,34,0.7781214010530418,18
941,8695,0.8727628955888754,48,0.8044914189398507,14
942,8696,0.8713209167906375,39,0.7678183174501924,10
943,8698,0.883373260990142,33,0.7957617051542478,10
944,8700,0.8741623864466795,33,0.7810836255509159,16
945,8701,0.8203999601128269,48,0.7592338969944646,14
946,8702,0.8685153800366537,33,0.7943152833954297,11
947,8704,0.8443001395478481,36,0.7668633871469571,9
948,8705,0.8916260837907145,33,0.7924792259612675,11
949,8708,0.8907812882078106,32,0.8174120618903575,11
950,8709,0.8968321270142497,34,0.7740377578999128,10
951,8710,0.8885436600148053,64,0.8188296063972615,34
952,8711,0.8730306350093615,33,0.8268555470088007,9
953,8713,0.8915694247217048,64,0.8103677039059022,11
954,8714,0.890350079826385,32,0.8277085441629578,9
955,8717,0.8643669468297588,33,0.7915770242664564,19
956,8718,0.886984176191913,34,0.8128091298314332,9
957,8719,0.8167173417962799,34,0.759785519975926,14
958,8720,0.8967381438700451,35,0.7852604413365132,12
959,8722,0.8426923891552737,33,0.7531080252436773,10
960,8723,0.8784829291635604,33,0.7968521660148057,14
961,8724,0.849480486014728,32,0.7633378959411397,15
962,8725,0.838547526789843,33,0.7518258493495291,13
963,8726,0.8791742424575356,33,0.7529418010506653,15
964,8727,0.867493558423931,50,0.8002092519510386,13
965,8729,0.8694857342564661,48,0.7935229892356958,14
966,8730,0.8862200572790508,45,0.784521679717872,10
967,8731,0.8432035889853549,34,0.7416918437887726,10
968,8732,0.8853093755364803,34,0.7945152424712605,11
969,8733,0.8371492500903132,35,0.7895503090272772,10
970,8734,0.846321023576177,41,0.7768175536687978,10
971,8735,0.872761477167911,33,0.7257273730208512,13
972,8736,0.8452180002197757,34,0.774151506412459,13
973,8738,0.884194864410899,34,0.7826671772397699,11
974,8739,0.7950074007467206,33,0.7290628049436503,13
975,8740,0.8928596698202066,31,0.7949154996326957,10
976,8741,0.8352269312824794,33,0.7378365810093924,17
977,8742,0.8524723642824886,34,0.7380018643721676,15
978,8743,0.8548881373970418,33,0.7898632901336323,11
979,8744,0.8501542185416249,35,0.7608837028555537,12
980,8746,0.8843791323572404,33,0.7866845247826851,10
981,8748,0.8305043794533651,43,0.7736583333557876,10
982,8749,0.816901752543013,33,0.7211673644964134,14
983,8750,0.8692294277680811,34,0.7612414532155312,11
984,8751,0.8706188496280396,34,0.7820523548052278,10
985,8752,0.8401640401053602,34,0.7798672112888948,10
986,8753,0.8755029984721828,34,0.7945635255683814,10
987,8754,0.8887241341472624,33,0.807698804016937,12
988,8755,0.8626664154615029,88,0.7546526078344441,39
989,8756,0.8782277533675821,32,0.7997715642256414,10
990,8757,0.8846797588078702,33,0.8158057307262623,12
991,8758,0.8313463544592583,33,0.730391801228641,14
992,8759,0.8466654683845843,32,0.7449807008911922,9
993,8760,0.8621080829901774,33,0.7650067160035691,12
994,8762,0.8573423041507677,31,0.7572245942051229,10
995,8763,0.8235283225166053,33,0.7188596084910819,15
996,8764,0.8719536278210201,34,0.7727312662425421,14
997,8765,0.8059884009668559,34,0.7238814968229625,15
998,8766,0.8271672298429303,32,0.7184944335288936,10
999,8768,0.8373569302329117,33,0.7737761644783291,13
1000,8770,0.8877745843893458,32,0.8120174920303476,16
1001,8771,0.8716483369203708,40,0.8042959201056838,11
1002,8772,0.8643380570289816,33,0.7787347714471723,14
1003,8774,0.8504488481854152,49,0.7621160544362197,14
1004,8775,0.8720405509718989,32,0.7447161316083589,12
1005,8776,0.8674734965114002,33,0.7199258820827671,11
1006,8778,0.8788569034183157,34,0.8019397847147618,10
1007,8779,0.8657590762050671,36,0.7831019005365395,12
1008,8780,0.8812056505412531,32,0.7790440911915593,10
1009,8781,0.828805534909911,56,0.7321738917276214,13
1010,8782,0.8453128588660938,32,0.7883766943037593,12
1011,8783,0.8806190127315606,33,0.8556539970583438,11
1012,8784,0.8274764578152394,34,0.7360376089378968,16
1013,8785,0.8250522321190285,33,0.7320315126589717,13
1014,8786,0.8758970684963812,35,0.7556568013432005,12
1015,8788,0.8748643868184046,32,0.7567110593050266,16
1016,8789,0.8728780253822701,32,0.7750420203099464,12
1017,8790,0.89075438432065,34,0.7961187447793537,11
1018,8791,0.895509537066242,31,0.8006007263625508,14
1019,8792,0.8187373113632211,33,0.7443205747923557,14
1020,8794,0.83613731857549,33,0.7564331295383913,11
1021,8795,0.8460430663999507,41,0.7594248820490483,10
1022,8796,0.8890162295295447,32,0.8001868952807862,11
1023,8797,0.9053813169180398,57,0.7910973136096547,10
1024,8799,0.8614986348625631,34,0.7668112558292227,9
1025,8800,0.8450002822079162,34,0.7597758646211207,10
1026,8802,0.8898251538331945,33,0.7991840642660429,10
1027,8803,0.8631171003772011,32,0.7750931946582686,12
1028,8804,0.8864316388418662,33,0.7814323086605384,19
1029,8805,0.8893692011492291,32,0.7865536154623944,21
1030,8806,0.8103968429809117,33,0.7465400836971222,20
1031,8807,0.8633696659501553,33,0.7855154954347106,9
1032,8808,0.840130197576338,34,0.739741985158139,15
1033,8810,0.8484753012914453,38,0.7369251456545164,10
1034,8811,0.8151274563987521,33,0.7583625047065566,16
1035,8813,0.8226484534385617,33,0.7619962190516947,12
1036,8814,0.8448499411890528,34,0.7582715975701106,11
1037,8815,0.8927608570662554,32,0.8179559619179706,10
